"OlinkID","Assay","UniProt","MissingFreq","LOD","Panel","Panel_Version"
"OID20049","NPPB","P16860",0.55,1.9691,"CARDIOMETABOLIC",1
"OID20050","TNNI3","P19429",0.76,1.743,"CARDIOMETABOLIC",1
"OID20051","HNRNPK","P61978",0.76,1,"CARDIOMETABOLIC",1
"OID20052","CEBPB","P17676",0.8,0.6993,"CARDIOMETABOLIC",1
"OID20053","VIM","P08670",0.86,1.9438,"CARDIOMETABOLIC",1
"OID20055","CRHR1","P34998",0.95,0.7865,"CARDIOMETABOLIC",1
"OID20056","TSLP","Q969D9",0.69,0.3704,"CARDIOMETABOLIC",1
"OID20057","MFAP3","P55082",0.98,0.9075,"CARDIOMETABOLIC",1
"OID20058","TCL1B","O95988",0.97,1.0711,"CARDIOMETABOLIC",1
"OID20059","DUOX2","Q9NRD8",0.83,0.3823,"CARDIOMETABOLIC",1
"OID20061","CTF1","Q16619",0.91,1.139,"CARDIOMETABOLIC",1
"OID20062","AKR1C4","P17516",0.83,0.8274,"CARDIOMETABOLIC",1
"OID20063","HEBP1","Q9NRV9",0.98,0.8265,"CARDIOMETABOLIC",1
"OID20064","SERPINB5","P36952",0.98,1.0748,"CARDIOMETABOLIC",1
"OID20065","HK2","P52789",0.87,0.7686,"CARDIOMETABOLIC",1
"OID20066","GRK5","P34947",0.84,0.7321,"CARDIOMETABOLIC",1
"OID20067","VSTM2L","Q96N03",0.87,0.5083,"CARDIOMETABOLIC",1
"OID20068","TIA1","P31483",0.52,0.7891,"CARDIOMETABOLIC",1
"OID20069","CNPY2","Q9Y2B0",0.75,0.9212,"CARDIOMETABOLIC",1
"OID20070","CRX","O43186",0.8,0.403,"CARDIOMETABOLIC",1
"OID20071","VAMP5","O95183",0.15,0.6918,"CARDIOMETABOLIC",1
"OID20072","SUSD1","Q6UWL2",0.05,0.5462,"CARDIOMETABOLIC",1
"OID20073","RCOR1","Q9UKL0",0.44,0.4736,"CARDIOMETABOLIC",1
"OID20074","TNF","P01375",0.09,0.895,"CARDIOMETABOLIC",1
"OID20075","CA5A","P35218",0.17,1.0235,"CARDIOMETABOLIC",1
"OID20076","FABP6","P51161",0.44,0.8256,"CARDIOMETABOLIC",1
"OID20077","STK11","Q15831",0.06,0.8678,"CARDIOMETABOLIC",1
"OID20078","TSPAN1","O60635",0.81,0.602,"CARDIOMETABOLIC",1
"OID20079","ACTA2","P62736",0.6,0.2262,"CARDIOMETABOLIC",1
"OID20080","MTPN","P58546",0.97,0.4523,"CARDIOMETABOLIC",1
"OID20081","EDIL3","O43854",0.04,1.1801,"CARDIOMETABOLIC",1
"OID20082","ZBTB17","Q13105",0.06,0.502,"CARDIOMETABOLIC",1
"OID20083","PTN","P21246",0.43,0.1485,"CARDIOMETABOLIC",1
"OID20084","FGFR1OP","O95684",0.75,1.5219,"CARDIOMETABOLIC",1
"OID20085","LRMP","Q12912",0.34,1.0504,"CARDIOMETABOLIC",1
"OID20086","COMT","P21964",0.03,0.4031,"CARDIOMETABOLIC",1
"OID20087","MMP7","P09237",0.43,1.2151,"CARDIOMETABOLIC",1
"OID20088","PON2","Q15165",0.47,-0.01,"CARDIOMETABOLIC",1
"OID20089","ADAMTS16","Q8TE57",0.44,0.3069,"CARDIOMETABOLIC",1
"OID20090","GP2","P55259",0.05,1.2077,"CARDIOMETABOLIC",1
"OID20091","WASF1","Q92558",0.61,0.8841,"CARDIOMETABOLIC",1
"OID20092","MPHOSPH8","Q99549",0.82,1.1574,"CARDIOMETABOLIC",1
"OID20093","DNAJB8","Q8NHS0",0.87,0.5276,"CARDIOMETABOLIC",1
"OID20094","SLITRK6","Q9H5Y7",0.05,1.5126,"CARDIOMETABOLIC",1
"OID20095","GPR37","O15354",0.06,1.6581,"CARDIOMETABOLIC",1
"OID20096","GZMH","P20718",0.05,0.6228,"CARDIOMETABOLIC",1
"OID20097","GYS1","P13807",0.17,1.4454,"CARDIOMETABOLIC",1
"OID20098","THPO","P40225",0.34,1.3429,"CARDIOMETABOLIC",1
"OID20099","CLEC1A","Q8NC01",0.09,1.0432,"CARDIOMETABOLIC",1
"OID20100","ENTPD6","O75354",0.04,0.2682,"CARDIOMETABOLIC",1
"OID20101","IL6","P05231",0.04,1.3918,"CARDIOMETABOLIC",1
"OID20102","CEACAM8","P31997",0.06,1.1543,"CARDIOMETABOLIC",1
"OID20103","S100P","P25815",0.36,1.4024,"CARDIOMETABOLIC",1
"OID20104","ENTPD5","O75356",0.04,0.324,"CARDIOMETABOLIC",1
"OID20105","ACE2","Q9BYF1",0.14,0.7389,"CARDIOMETABOLIC",1
"OID20106","DCN","P07585",0.03,0.508,"CARDIOMETABOLIC",1
"OID20107","GLO1","Q04760",0.03,0.2901,"CARDIOMETABOLIC",1
"OID20108","PAG1","Q9NWQ8",0.04,1.0946,"CARDIOMETABOLIC",1
"OID20109","ADAM15","Q13444",0.03,1.4963,"CARDIOMETABOLIC",1
"OID20110","USP8","P40818",0.15,0.4046,"CARDIOMETABOLIC",1
"OID20111","BMP6","P22004",0.03,1.0334,"CARDIOMETABOLIC",1
"OID20112","ITGB1BP2","Q9UKP3",0.36,1.7032,"CARDIOMETABOLIC",1
"OID20113","CTSH","P09668",0.15,2.437,"CARDIOMETABOLIC",1
"OID20114","BAG6","P46379",0.04,1.5765,"CARDIOMETABOLIC",1
"OID20115","MSTN","O14793",0.77,1.2583,"CARDIOMETABOLIC",1
"OID20116","BOC","Q9BWV1",0.04,0.2996,"CARDIOMETABOLIC",1
"OID20117","ADH4","P08319",0.09,0.5253,"CARDIOMETABOLIC",1
"OID20118","CLTA","P09496",0.48,0.5684,"CARDIOMETABOLIC",1
"OID20119","EPHX2","P34913",0.71,0.5819,"CARDIOMETABOLIC",1
"OID20120","TP53INP1","Q96A56",0.98,0.6347,"CARDIOMETABOLIC",1
"OID20121","CCL27","Q9Y4X3",0.04,0.4394,"CARDIOMETABOLIC",1
"OID20122","AK1","P00568",0.14,1.1971,"CARDIOMETABOLIC",1
"OID20123","ANXA4","P09525",0.59,0.4576,"CARDIOMETABOLIC",1
"OID20124","ACOX1","Q15067",0.98,0.9035,"CARDIOMETABOLIC",1
"OID20125","NTproBNP","NTproBNP",0.51,1.4709,"CARDIOMETABOLIC",1
"OID20126","CLC","Q05315",0.29,0.5631,"CARDIOMETABOLIC",1
"OID20127","CNST","Q6PJW8",0.25,0.602,"CARDIOMETABOLIC",1
"OID20128","LEPR","P48357",0.05,-0.338,"CARDIOMETABOLIC",1
"OID20129","TSHB","P01222",0.22,0.9356,"CARDIOMETABOLIC",1
"OID20130","S100A11","P31949",0.07,0.648,"CARDIOMETABOLIC",1
"OID20131","VSIR","Q9H7M9",0.18,0.7607,"CARDIOMETABOLIC",1
"OID20132","PCDH17","O14917",0.06,0.5772,"CARDIOMETABOLIC",1
"OID20133","PDGFRA","P16234",0.04,0.5547,"CARDIOMETABOLIC",1
"OID20134","CDH17","Q12864",0.51,0.1093,"CARDIOMETABOLIC",1
"OID20135","SNX9","Q9Y5X1",0.04,0.562,"CARDIOMETABOLIC",1
"OID20136","NTRK2","Q16620",0.24,0.5039,"CARDIOMETABOLIC",1
"OID20137","ACY1","Q03154",0.04,0.6735,"CARDIOMETABOLIC",1
"OID20138","DOK2","O60496",0.25,0.6916,"CARDIOMETABOLIC",1
"OID20139","AGXT","P21549",0.16,0.5073,"CARDIOMETABOLIC",1
"OID20140","STK4","Q13043",0.7,0.6112,"CARDIOMETABOLIC",1
"OID20141","TGM2","P21980",0.03,0.3611,"CARDIOMETABOLIC",1
"OID20142","DPP7","Q9UHL4",0.14,1.8899,"CARDIOMETABOLIC",1
"OID20143","PLIN3","O60664",0.05,0.6817,"CARDIOMETABOLIC",1
"OID20144","PLPBP","O94903",0.04,0.266,"CARDIOMETABOLIC",1
"OID20145","ICAM5","Q9UMF0",0.07,0.8441,"CARDIOMETABOLIC",1
"OID20146","PRKAR1A","P10644",0.16,1.9506,"CARDIOMETABOLIC",1
"OID20147","IL6ST","P40189",0.03,0.6072,"CARDIOMETABOLIC",1
"OID20148","DCTPP1","Q9H773",0.03,-0.0475,"CARDIOMETABOLIC",1
"OID20149","PM20D1","Q6GTS8",0.53,0.1831,"CARDIOMETABOLIC",1
"OID20150","LACTB2","Q53H82",0.18,0.4633,"CARDIOMETABOLIC",1
"OID20151","FADD","Q13158",0.16,0.7422,"CARDIOMETABOLIC",1
"OID20152","CGREF1","Q99674",0.03,0.5356,"CARDIOMETABOLIC",1
"OID20153","CXCL8","P10145",0.05,0.821,"CARDIOMETABOLIC",1
"OID20154","LGALS1","P09382",0.04,1.4643,"CARDIOMETABOLIC",1
"OID20155","IGFBPL1","Q8WX77",0.04,0.2847,"CARDIOMETABOLIC",1
"OID20156","MNDA","P41218",0.04,0.2089,"CARDIOMETABOLIC",1
"OID20157","CDH6","P55285",0.56,1.0582,"CARDIOMETABOLIC",1
"OID20158","IL19","Q9UHD0",0.08,0.7869,"CARDIOMETABOLIC",1
"OID20159","ACAN","P16112",0.04,1.1623,"CARDIOMETABOLIC",1
"OID20160","PLXNB3","Q9ULL4",0.04,0.0812,"CARDIOMETABOLIC",1
"OID20161","TYRO3","Q06418",0.03,0.673,"CARDIOMETABOLIC",1
"OID20162","EIF4EBP1","Q13541",0.03,0.6203,"CARDIOMETABOLIC",1
"OID20163","PDCD6","O75340",0.04,0.9313,"CARDIOMETABOLIC",1
"OID20164","APLP1","P51693",0.13,0.3828,"CARDIOMETABOLIC",1
"OID20165","CLEC5A","Q9NY25",0.04,0.388,"CARDIOMETABOLIC",1
"OID20166","GSTA1","P08263",0.04,1.1215,"CARDIOMETABOLIC",1
"OID20167","IGSF8","Q969P0",0.04,0.0619,"CARDIOMETABOLIC",1
"OID20168","MEP1B","Q16820",0.3,0.2936,"CARDIOMETABOLIC",1
"OID20169","SDC1","P18827",0.03,1.0276,"CARDIOMETABOLIC",1
"OID20170","CDH2","P19022",0.03,0.4473,"CARDIOMETABOLIC",1
"OID20171","MCFD2","Q8NI22",0.06,1.452,"CARDIOMETABOLIC",1
"OID20172","FCRL1","Q96LA6",0.04,0.8733,"CARDIOMETABOLIC",1
"OID20173","GPNMB","Q14956",0.16,2.7923,"CARDIOMETABOLIC",1
"OID20174","QDPR","P09417",0.04,0.3913,"CARDIOMETABOLIC",1
"OID20175","GHRL","Q9UBU3",0.06,0.6713,"CARDIOMETABOLIC",1
"OID20176","PPP1R2","P41236",0.12,0.4875,"CARDIOMETABOLIC",1
"OID20177","CD2AP","Q9Y5K6",0.03,0.3361,"CARDIOMETABOLIC",1
"OID20178","NADK","O95544",0.04,0.3225,"CARDIOMETABOLIC",1
"OID20179","CBLIF","P27352",0.07,0.3212,"CARDIOMETABOLIC",1
"OID20180","TINAGL1","Q9GZM7",0.03,0.6614,"CARDIOMETABOLIC",1
"OID20181","CANT1","Q8WVQ1",0.03,0.1546,"CARDIOMETABOLIC",1
"OID20182","SSC4D","Q8WTU2",0.09,0.5086,"CARDIOMETABOLIC",1
"OID20183","OLR1","P78380",0.03,0.2771,"CARDIOMETABOLIC",1
"OID20184","DIABLO","Q9NR28",0.44,1.0795,"CARDIOMETABOLIC",1
"OID20185","LRP11","Q86VZ4",0.03,0.3375,"CARDIOMETABOLIC",1
"OID20186","SEMA3F","Q13275",0.04,-0.6604,"CARDIOMETABOLIC",1
"OID20187","LEP","P41159",0.13,0.7591,"CARDIOMETABOLIC",1
"OID20188","LPL","P06858",0.03,1.4088,"CARDIOMETABOLIC",1
"OID20189","ADGRG2","Q8IZP9",0.03,1.0196,"CARDIOMETABOLIC",1
"OID20190","SIGLEC7","Q9Y286",0.04,0.1594,"CARDIOMETABOLIC",1
"OID20191","NPTXR","O95502",0.04,0.3755,"CARDIOMETABOLIC",1
"OID20192","GRAP2","O75791",0.23,1.0229,"CARDIOMETABOLIC",1
"OID20193","CDHR5","Q9HBB8",0.03,0.4689,"CARDIOMETABOLIC",1
"OID20194","THOP1","P52888",0.04,0.5827,"CARDIOMETABOLIC",1
"OID20195","GLRX","P35754",0.06,2.0558,"CARDIOMETABOLIC",1
"OID20196","KITLG","P21583",0.04,0.3721,"CARDIOMETABOLIC",1
"OID20197","PILRB","Q9UKJ0",0.03,0.302,"CARDIOMETABOLIC",1
"OID20198","CLUL1","Q15846",0.03,0.4619,"CARDIOMETABOLIC",1
"OID20199","AHCY","P23526",0.14,0.8625,"CARDIOMETABOLIC",1
"OID20200","FABP2","P12104",0.05,0.8544,"CARDIOMETABOLIC",1
"OID20201","REN","P00797",0.04,-0.102,"CARDIOMETABOLIC",1
"OID20202","GDF2","Q9UK05",0.04,1.1128,"CARDIOMETABOLIC",1
"OID20203","RNASE3","P12724",0.16,0.7564,"CARDIOMETABOLIC",1
"OID20204","SOST","Q9BQB4",0.03,0.5994,"CARDIOMETABOLIC",1
"OID20205","NPDC1","Q9NQX5",0.03,-0.0067,"CARDIOMETABOLIC",1
"OID20206","CD69","Q07108",0.04,1.0986,"CARDIOMETABOLIC",1
"OID20207","CXCL5","P42830",0.06,1.9677,"CARDIOMETABOLIC",1
"OID20208","COL4A1","P02462",0.03,0.1472,"CARDIOMETABOLIC",1
"OID20209","LILRA5","A6NI73",0.03,0.2403,"CARDIOMETABOLIC",1
"OID20210","MARCO","Q9UEW3",0.03,0.6159,"CARDIOMETABOLIC",1
"OID20211","ANGPTL1","O95841",0.27,1.3901,"CARDIOMETABOLIC",1
"OID20212","PRSS27","Q9BQR3",0.03,0.8459,"CARDIOMETABOLIC",1
"OID20213","SORT1","Q99523",0.03,1.3477,"CARDIOMETABOLIC",1
"OID20214","SFTPD","P35247",0.07,1.6712,"CARDIOMETABOLIC",1
"OID20215","DDC","P20711",0.03,0.7985,"CARDIOMETABOLIC",1
"OID20216","SDC4","P31431",0.03,0.95,"CARDIOMETABOLIC",1
"OID20217","HMOX1","P09601",0.04,1.267,"CARDIOMETABOLIC",1
"OID20218","SNAP23","O00161",0.08,1.5527,"CARDIOMETABOLIC",1
"OID20219","SERPINA12","Q8IW75",0.72,1.6773,"CARDIOMETABOLIC",1
"OID20220","GH1","P01241",0.03,0.0447,"CARDIOMETABOLIC",1
"OID20221","SPON2","Q9BUD6",0.03,0.6142,"CARDIOMETABOLIC",1
"OID20222","NECTIN2","Q92692",0.03,1.0399,"CARDIOMETABOLIC",1
"OID20223","CHRDL2","Q6WN34",0.04,0.2802,"CARDIOMETABOLIC",1
"OID20224","ROR1","Q01973",0.44,0.5722,"CARDIOMETABOLIC",1
"OID20225","CA13","Q8N1Q1",0.12,0.3547,"CARDIOMETABOLIC",1
"OID20226","CCDC80","Q76M96",0.04,1.6126,"CARDIOMETABOLIC",1
"OID20227","FBP1","P09467",0.5,1.9971,"CARDIOMETABOLIC",1
"OID20228","CTSL","P07711",0.03,1.5732,"CARDIOMETABOLIC",1
"OID20229","NRCAM","Q92823",0.03,1.0898,"CARDIOMETABOLIC",1
"OID20230","HSPB1","P04792",0.04,0.3818,"CARDIOMETABOLIC",1
"OID20231","THBD","P07204",0.03,0.6161,"CARDIOMETABOLIC",1
"OID20232","KYAT1","Q16773",0.04,1.6659,"CARDIOMETABOLIC",1
"OID20233","FAM3C","Q92520",0.03,1.2947,"CARDIOMETABOLIC",1
"OID20234","TYMP","P19971",0.06,3.1138,"CARDIOMETABOLIC",1
"OID20235","PCSK9","Q8NBP7",0.03,0.059,"CARDIOMETABOLIC",1
"OID20236","IGFBP7","Q16270",0.03,-0.1218,"CARDIOMETABOLIC",1
"OID20237","UMOD","P07911",0.04,0.3522,"CARDIOMETABOLIC",1
"OID20238","PLTP","P55058",0.03,0.1195,"CARDIOMETABOLIC",1
"OID20239","MFAP5","Q13361",0.04,0.1385,"CARDIOMETABOLIC",1
"OID20240","LDLR","P01130",0.03,-0.5547,"CARDIOMETABOLIC",1
"OID20241","CA4","P22748",0.03,-0.3359,"CARDIOMETABOLIC",1
"OID20242","EPHB4","P54760",0.03,0.2378,"CARDIOMETABOLIC",1
"OID20243","CDH5","P33151",0.03,-0.077,"CARDIOMETABOLIC",1
"OID20244","CES1","P23141",0.03,0.4975,"CARDIOMETABOLIC",1
"OID20245","FABP4","P15090",0.03,-0.4861,"CARDIOMETABOLIC",1
"OID20246","IGFBP1","P08833",0.03,0.2825,"CARDIOMETABOLIC",1
"OID20247","PLAT","P00750",0.04,0.0618,"CARDIOMETABOLIC",1
"OID20248","ICAM2","P13598",0.03,-0.2621,"CARDIOMETABOLIC",1
"OID20249","ADAMTS13","Q76LX8",0.03,-0.2693,"CARDIOMETABOLIC",1
"OID20250","IL1RL1","Q01638",0.04,0.2313,"CARDIOMETABOLIC",1
"OID20251","GDF15","Q99988",0.04,0.0985,"CARDIOMETABOLIC",1
"OID20252","PLA2G1B","P04054",0.04,0.5512,"CARDIOMETABOLIC",1
"OID20253","NOTCH3","Q9UM47",0.03,0.3787,"CARDIOMETABOLIC",1
"OID20254","LTBP2","Q14767",0.03,-0.2166,"CARDIOMETABOLIC",1
"OID20255","TGFBR3","Q03167",0.03,-0.5521,"CARDIOMETABOLIC",1
"OID20256","VWF","P04275",0.03,-0.0334,"CARDIOMETABOLIC",1
"OID20257","PEAR1","Q5VY43",0.03,-0.4318,"CARDIOMETABOLIC",1
"OID20258","REG3A","Q06141",0.03,0.0267,"CARDIOMETABOLIC",1
"OID20259","XG","P55808",0.04,0.2096,"CARDIOMETABOLIC",1
"OID20260","CD97","P48960",0.03,0.3842,"CARDIOMETABOLIC",1
"OID20261","FUCA1","P04066",0.04,0.8666,"CARDIOMETABOLIC",1
"OID20262","CD209","Q9NNX6",0.03,0.2253,"CARDIOMETABOLIC",1
"OID20263","MB","P02144",0.03,-0.2221,"CARDIOMETABOLIC",1
"OID20264","DKK3","Q9UBP4",0.03,0.1753,"CARDIOMETABOLIC",1
"OID20265","TNFRSF10C","O14798",0.03,0.1021,"CARDIOMETABOLIC",1
"OID20266","REG1B","P48304",0.03,-0.1516,"CARDIOMETABOLIC",1
"OID20267","IL2RA","P01589",0.03,1.0879,"CARDIOMETABOLIC",1
"OID20268","PDGFRB","P09619",0.03,-0.1426,"CARDIOMETABOLIC",1
"OID20269","MET","P08581",0.03,-0.3294,"CARDIOMETABOLIC",1
"OID20270","ESAM","Q96AP7",0.03,-0.4769,"CARDIOMETABOLIC",1
"OID20271","CA3","P07451",0.03,-0.2708,"CARDIOMETABOLIC",1
"OID20272","TNFSF13B","Q9Y275",0.03,-0.6438,"CARDIOMETABOLIC",1
"OID20273","ALCAM","Q13740",0.03,-0.1058,"CARDIOMETABOLIC",1
"OID20274","PLA2G2A","P14555",0.51,3.5741,"CARDIOMETABOLIC",1
"OID20275","MSMB","P08118",0.59,0.297,"CARDIOMETABOLIC",1
"OID20276","CTSB","P07858",0.03,0.3666,"CARDIOMETABOLIC",1
"OID20277","ICAM3","P32942",0.03,-0.4387,"CARDIOMETABOLIC",1
"OID20278","DPT","Q07507",0.03,-0.139,"CARDIOMETABOLIC",1
"OID20279","CRTAC1","Q9NQ79",0.03,-0.7264,"CARDIOMETABOLIC",1
"OID20280","CPA1","P15085",0.04,0.248,"CARDIOMETABOLIC",1
"OID20281","SERPINA11","Q86U17",0.03,0.1092,"CARDIOMETABOLIC",1
"OID20282","CXCL16","Q9H2A7",0.04,0.3687,"CARDIOMETABOLIC",1
"OID20283","SEMA7A","O75326",0.03,0.4569,"CARDIOMETABOLIC",1
"OID20284","LGALS3","P17931",0.04,0.7865,"CARDIOMETABOLIC",1
"OID20285","MEGF9","Q9H1U4",0.03,-0.108,"CARDIOMETABOLIC",1
"OID20286","CORO1A","P31146",0.28,0.7488,"CARDIOMETABOLIC",1
"OID20287","ENG","P17813",0.03,-0.2823,"CARDIOMETABOLIC",1
"OID20288","ENPP2","Q13822",0.03,-0.1454,"CARDIOMETABOLIC",1
"OID20289","CPB1","P15086",0.03,-0.201,"CARDIOMETABOLIC",1
"OID20290","SELE","P16581",0.03,0.1984,"CARDIOMETABOLIC",1
"OID20291","PAM","P19021",0.04,-0.5273,"CARDIOMETABOLIC",1
"OID20292","COL6A3","P12111",0.03,0.2756,"CARDIOMETABOLIC",1
"OID20293","CST6","Q15828",0.03,1.1124,"CARDIOMETABOLIC",1
"OID20294","CSTB","P04080",0.04,1.1225,"CARDIOMETABOLIC",1
"OID20295","DLK1","P80370",0.03,-0.1999,"CARDIOMETABOLIC",1
"OID20296","GUSB","P08236",0.04,0.3843,"CARDIOMETABOLIC",1
"OID20297","SCARF1","Q14162",0.03,-0.3152,"CARDIOMETABOLIC",1
"OID20298","CELA3A","P09093",0.04,0.1753,"CARDIOMETABOLIC",1
"OID20299","CCN3","P48745",0.03,0.7146,"CARDIOMETABOLIC",1
"OID20300","HYOU1","Q9Y4L1",0.03,-0.0357,"CARDIOMETABOLIC",1
"OID20301","LILRB2","Q8N423",0.03,0.9634,"CARDIOMETABOLIC",1
"OID20302","ST6GAL1","P15907",0.03,0.2517,"CARDIOMETABOLIC",1
"OID20303","TIE1","P35590",0.03,0.15,"CARDIOMETABOLIC",1
"OID20304","SIRPA","P78324",0.03,0.8803,"CARDIOMETABOLIC",1
"OID20305","CASP3","P42574",0.04,0.212,"CARDIOMETABOLIC",1
"OID20306","PTPRS","Q13332",0.03,-0.534,"CARDIOMETABOLIC",1
"OID20307","CNTN1","Q12860",0.04,-0.0647,"CARDIOMETABOLIC",1
"OID20308","BPIFB1","Q8TDL5",0.06,3.8449,"CARDIOMETABOLIC",1
"OID20309","AZU1","P20160",0.54,2.3483,"CARDIOMETABOLIC",1
"OID20310","PTPRF","P10586",0.03,0.0375,"CARDIOMETABOLIC",1
"OID20311","NOTCH1","P46531",0.03,-0.4091,"CARDIOMETABOLIC",1
"OID20312","CHIT1","Q13231",0.11,0.3347,"CARDIOMETABOLIC",1
"OID20313","PDGFA","P04085",0.04,0.2795,"CARDIOMETABOLIC",1
"OID20314","ACP5","P13686",0.03,0.0783,"CARDIOMETABOLIC",1
"OID20315","ITGB2","P05107",0.03,2.7601,"CARDIOMETABOLIC",1
"OID20316","FAS","P25445",0.03,0.6277,"CARDIOMETABOLIC",1
